gameweek,season,week,favorite,underdog,spread,fav_implied_score,und_implied_score,total,favML,undML,favoritehome,spreadflag,spread_0to3,spread_35to7,spread_75to10,spread_105to14,spread_145plus,fav_as_fav_last_5_ats_percent,und_as_und_last_5_ats_percent,fav_last_5_percent,und_last_5_percent,fav_last_5_ats_percent,und_last_5_ats_percent,fav_score_last5,und_score_last5,fav_spread_diff_last5,und_spread_diff_last5,fav_passing_yds_last5,und_passing_yds_last5,fav_passing_yds_per_cmp_last5,und_passing_yds_per_cmp_last5,fav_passing_cmp_last5,und_passing_cmp_last5,fav_rushing_yds_last5,und_rushing_yds_last5,fav_rushing_per_att_last5,und_rushing_per_att_last5,fav_passing_tds_last5,und_passing_tds_last5,fav_total_tds_last5,und_total_tds_last5,fav_fg_made_last5,und_fg_made_last5,fav_fg_percent_last5,und_fg_percent_last5,fav_xp_made_last5,und_xp_made_last5,fav_def_ffum_last5,und_def_ffum_last5,fav_def_int_last5,und_def_int_last5,fav_def_sk_last5,und_def_sk_last5,fav_def_tkl_last5,und_def_tkl_last5,fav_to_fum_lost_last5,und_to_fum_lost_last5,fav_to_int_last5,und_to_int_last5,fav_total_to_last5,und_total_to_last5,fav_against_und_last_5_ats_percent,fav_against_und_last_5_percent,fav_as_fav_last_10_ats_percent,und_as_und_last_10_ats_percent,fav_last_10_percent,und_last_10_percent,fav_last_10_ats_percent,und_last_10_ats_percent,fav_score_last10,und_score_last10,fav_spread_diff_last10,und_spread_diff_last10,fav_passing_yds_last10,und_passing_yds_last10,fav_passing_yds_per_cmp_last10,und_passing_yds_per_cmp_last10,fav_passing_cmp_last10,und_passing_cmp_last10,fav_rushing_yds_last10,und_rushing_yds_last10,fav_rushing_per_att_last10,und_rushing_per_att_last10,fav_passing_tds_last10,und_passing_tds_last10,fav_total_tds_last10,und_total_tds_last10,fav_fg_made_last10,und_fg_made_last10,fav_fg_percent_last10,und_fg_percent_last10,fav_xp_made_last10,und_xp_made_last10,fav_def_ffum_last10,und_def_ffum_last10,fav_def_int_last10,und_def_int_last10,fav_def_sk_last10,und_def_sk_last10,fav_def_tkl_last10,und_def_tkl_last10,fav_to_fum_lost_last10,und_to_fum_lost_last10,fav_to_int_last10,und_to_int_last10,fav_total_to_last10,und_total_to_last10,fav_as_fav_last_ats_percent,und_as_und_last_ats_percent,fav_last_percent,und_last_percent,fav_last_ats_percent,und_last_ats_percent,fav_score_last,und_score_last,fav_spread_diff_last,und_spread_diff_last,fav_passing_yds_last,und_passing_yds_last,fav_passing_yds_per_cmp_last,und_passing_yds_per_cmp_last,fav_passing_cmp_last,und_passing_cmp_last,fav_rushing_yds_last,und_rushing_yds_last,fav_rushing_per_att_last,und_rushing_per_att_last,fav_passing_tds_last,und_passing_tds_last,fav_total_tds_last,und_total_tds_last,fav_fg_made_last,und_fg_made_last,fav_fg_percent_last,und_fg_percent_last,fav_xp_made_last,und_xp_made_last,fav_def_ffum_last,und_def_ffum_last,fav_def_int_last,und_def_int_last,fav_def_sk_last,und_def_sk_last,fav_def_tkl_last,und_def_tkl_last,fav_to_fum_lost_last,und_to_fum_lost_last,fav_to_int_last,und_to_int_last,fav_total_to_last,und_total_to_last,fav_as_fav_against_und_last_ats_percent,fav_against_und_last_ats_percent,fav_against_und_last_percent,sunday,monday,thursday,saturday,morning,afternoon,night,central_central,central_east,central_mountain,central_west,east_central,east_east,east__mountain,east_west,mountain_central,mountain_east,mountain_mountain,mountain_west,west_central,west_east,west_mountain,west_west,Temp,Dome,Fair,Partly_Cloudy,Mostly_Cloudy,Breezy,Windy,Blizzard,Light_Rain,Heavy_Rain,Light_Snow,Heavy_Snow,Thunderstorm
201112,2011,12,BAL,SF,-3.5,22,18,40.5,-175,155,1,1,0,1,0,0,0,0.25,0.75,0.6,1,0.25,1,21.6,22.8,8.5,-0.4,185,244.6,11.80885154,13.84597523,0.612817684,0.566412583,129.4,97.4,4.639961014,3.862244898,1.6,1.2,3.2,2.4,1.8,1.8,0.866666667,0.6,2.4,1.8,1.4,1.2,1.8,1.4,1.2,2.2,52.2,54.4,0.6,0.2,0.8,0.8,1.4,1,,,0.444444444,0.555555556,0.7,0.9,0.555555556,1,25.6,25.6,-1.05,-3.7,223.1,230.5,11.92475286,14.55483254,0.633452387,0.54632253,106.1,110.9,4.026288258,4.050570062,1.7,1.2,3.4,2.4,1.4,2.1,0.733333333,0.65,2.4,1.8,1,0.8,1.4,1.2,1.6,2.2,51.3,52.1,0.7,0.2,0.6,0.7,1.3,0.9,0,1,1,1,0,1,31,23,0,-6,270,267,15.88235294,13.35,0.62962963,0.526315789,105,164,3.75,3.346938776,2,2,4,4,1,3,1,0.5,4,2,0,2,3,3,2,2,56,31,0,0,1,1,1,1,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0
201112,2011,12,CAR,IND,-3.5,25,21,46.5,-200,170,0,1,0,1,0,0,0,0.6,0,0.2,0,0.2,0,21.8,8.8,1.7,-16.9,177.4,230.4,9.913953049,9.9343659,0.566352807,0.66788011,127.6,123.6,5.144819041,4.353338629,0.6,1.8,1.2,3.6,1.8,2,0.9,1,1,2.6,1,0.4,0.8,0.4,2,1.4,47.6,49.4,0.8,0.4,1.4,0.8,2.2,1.2,,,0.5,0.3,0.2,0,0.5,0.2,22.5,13.1,1.45,-9.3,172.2,251.7,10.35246798,9.611976385,0.554861422,0.653584438,137,85.4,5.25157801,3.453283362,0.4,1.7,0.8,3.4,1.8,1.3,0.81,0.6,1.1,2.5,1.1,0.5,0.9,0.5,2.2,1.5,50.9,54,0.6,0.4,1.2,1.7,1.8,2.1,0,0,0,0,0,0,35,3,-7,-11,280,161,12.72727273,8.05,0.578947368,0.689655172,137,84,5.269230769,3.652173913,1,0,2,0,2,1,1,1,3,0,1,0,2,1,2,2,47,32,0,1,4,2,4,3,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201112,2011,12,CIN,CLE,-6.5,22,16,38.5,-300,250,1,0,0,1,0,0,0,0.8,0.25,0.6,0.4,0.75,0.25,25.2,10.8,-3.9,-1.5,265.2,209.6,13.62946429,11.30407121,0.620690131,0.6461559,121.6,95.6,3.584837694,4.030497738,1.6,1,3.2,2,1.2,1.4,0.6,0.76,2.2,1,0.8,0.6,0.8,0.4,3,1,39.8,46.4,0.8,0.4,1.4,1.4,2.2,1.8,0.4,0.8,0.5,0.222222222,0.6,0.4,0.777777778,0.375,23.6,14.5,0.3,2.5,242.8,203.1,11.6506667,10.87009116,0.619400762,0.637656627,98.9,98.2,3.437840092,3.913074044,1.5,0.8,3,1.6,1.2,1.6,0.6,0.796666667,1.9,1.2,0.5,0.7,0.8,1.1,2.6,1.7,43.4,51.9,0.8,0.7,1.7,1.1,2.5,1.8,1,0,0,1,0,1,24,14,0,-2.5,373,199,15.54166667,11.70588235,0.52173913,0.708333333,119,148,3.966666667,5.285714286,1,1,2,2,1,0,1,0,3,2,1,1,1,0,1,1,44,41,0,0,3,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,1,0,0,0,0
201112,2011,12,DAL,MIA,-7,26,19,45.5,-325,265,1,0,0,1,0,0,0,0.4,0.4,0.8,0.6,0.4,0.8,27,23.6,-13,1.3,244,232.6,11.60126482,10.96568294,0.642188342,0.642902369,145.6,92.2,4.363959406,3.233742526,2.2,1.2,4.4,2.4,2.2,0.8,0.76,0.333333333,2.6,2.4,1.2,0.4,1.8,1,3.2,1.8,43.2,45.8,0.4,0.8,0.4,1,0.8,1.8,,,0.222222222,0.4,0.6,0.3,0.444444444,0.4,25,19.3,-5.1,-1.95,241.6,220.9,12.11212814,11.92205716,0.664415849,0.577919195,143.6,98.9,4.390200315,3.261671433,2,1.2,4,2.4,2,1.3,0.688333333,0.483333333,2.6,1.9,1,0.9,1.9,1,2.3,2.2,47.5,48.6,0.5,0.7,0.6,1.1,1.1,1.8,0,1,1,1,0,1,27,35,4,-24.5,292,160,12.69565217,11.42857143,0.621621622,0.7,89,95,2.78125,2.714285714,3,3,6,6,2,0,1,0,3,4,2,1,1,2,3,2,46,50,0,0,0,0,0,0,,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,0,0,0,0,0,0,0,0,0
201112,2011,12,GB,DET,-4.5,29,25,55,-200,175,0,1,0,1,0,0,0,0.6,0.8,1,0.4,0.6,0.4,36.4,28.4,-4.8,-7.6,294.2,281,12.63819298,11.52987578,0.692123268,0.633950844,100.6,120.8,3.326320218,4.731167478,3,2,6,4,1,1.8,0.8,0.8,4,3,0.8,0.8,1.8,1.4,3,2.2,44.2,53,0.8,0.8,0.6,1.4,1.4,2.2,0.4,0.6,0.7,0.6,1,0.7,0.7,0.666666667,35.5,30.1,-4.8,-6.45,288.4,259.7,12.50529218,11.11991155,0.697543877,0.613877393,98.2,120.8,3.351864287,4.47038014,2.4,1.6,4.8,3.2,1.1,1.5,0.866666667,0.716666667,3.3,2.3,0.6,1,1.6,0.9,2.4,2.3,43.7,48,0.6,0.5,0.6,1.3,1.2,1.8,0,0,1,1,0,1,35,49,5,-7,299,335,13,11.96428571,0.676470588,0.777777778,91,169,3.956521739,5.827586207,3,5,6,10,0,0,0,0,5,7,0,0,2,4,2,1,48,45,0,1,1,2,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201112,2011,12,HOU,JAC,-6.5,21,15,37,-300,250,0,1,0,1,0,0,0,0.75,0.5,0.8,0.4,0.75,0.75,29.2,13.2,-0.7,2.1,304.6,212.2,14.29939001,11.09632035,0.679326599,0.57875567,132.2,118.4,4.349132823,3.851412814,1.8,1,3.6,2,1.8,1,0.833333333,0.7,2.8,1.8,0.8,0.2,1.2,0.8,3,1.8,46.6,45.2,0,0.4,0.8,1,0.8,1.4,0.25,0.4,0.777777778,0.333333333,0.7,0.3,0.666666667,0.444444444,27.3,12.5,-2.55,-2.1,290.9,210.4,13.42012802,11.39861472,0.660067201,0.604767114,127.9,160,4.364126851,4.682176731,1.8,1.2,3.6,2.4,1.5,1.1,0.816666667,0.716666667,2.9,2.5,0.8,0.4,1.2,0.8,2.4,1.9,48,43.9,0.3,0.5,0.6,1.1,0.9,1.6,1,0,1,0,1,0,37,10,-24.5,-2.5,242,210,22,9.545454545,0.733333333,0.536585366,185,108,4.204545455,3.724137931,2,0,4,0,1,1,0.5,1,4,1,0,0,3,1,4,2,40,37,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1,0,0,0,0,0,0,0,0
201112,2011,12,LA,ARI,-2.5,21,18,40,-135,115,1,0,1,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.6,14.2,18.8,5.8,1.3,192.8,219.8,9.317769424,12.57505984,0.569965941,0.48923785,70.2,76.4,3.037748599,4.162129554,0.6,1.2,1.2,2.4,1.8,0.8,0.8,0.333333333,1,1.2,1.4,0.4,0.8,1,2.6,2.2,58.6,55.8,0.8,0.6,1,1.6,1.8,2.2,0.4,0.2,0.3,0.4,0.2,0.3,0.2,0.5,12,19,-2.55,-0.75,217.4,220.6,10.08073656,12.4113178,0.598475681,0.473196867,90.4,85.3,3.792525093,4.170323552,0.9,0.8,1.8,1.6,2.1,1.6,0.841666667,0.65,1.4,1.1,1.2,0.3,0.8,1.1,2.6,1.7,54.7,55.4,0.5,0.6,0.9,1.2,1.4,1.8,0,0,0,0,0,0,7,7,20,-6,181,163,9.05,11.64285714,0.5,0.4,42,80,2.470588235,7.272727273,1,1,2,2,0,0,0,0,1,1,2,0,2,1,4,0,65,72,2,2,1,3,3,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201112,2011,12,NE,PHI,-3,26,23,50.5,-160,140,0,1,1,0,0,0,0,0.4,0.8,0.6,0.6,0.4,0.6,25.6,22.4,7.3,3.2,237.4,210.6,13.46723982,10.05224017,0.597796935,0.561026545,145.6,146,4.601195316,5.975012025,2.6,1.4,5.2,2.8,1.8,1,1,0.8,3.4,2,1,0.4,2,0.8,4,2.6,52,52,0.4,1,0,2,0.4,3,,,0.6,0.5,0.7,0.4,0.6,0.4,29.3,23.7,2.5,5.05,275.9,254.9,13.42209109,11.97462322,0.66235748,0.609213958,133.3,152.9,4.402629224,5.748105093,2.8,1.7,5.6,3.4,1.7,1.9,1,0.88,3.8,2.7,0.7,0.6,2.1,1.3,3,2.2,50.3,48.5,0.2,0.7,0,1.4,0.2,2.1,1,1,1,1,1,1,34,17,-14,13,234,258,15.6,11.2173913,0.555555556,0.638888889,157,136,4.485714286,4.121212121,2,2,4,4,2,1,1,1,3,2,0,1,3,1,3,3,53,41,1,0,0,3,1,3,,,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0
201112,2011,12,NO,NYG,-7,29,22,51,-340,280,1,1,0,1,0,0,0,0.4,0.4,0.6,0.6,0.6,0.2,31.2,20.2,-0.8,6.1,264.8,281.6,9.248426929,14.2386845,0.650552154,0.571077543,75.6,78.8,3.372195477,2.997359928,2,2,4,4,1.8,1.2,0.96,0.9,2.2,2.2,1.4,1,0.6,1.2,2,1.8,49,51.4,0.8,0.8,1.2,1.8,2,2.6,0.2,0.2,0.6,0.4,0.7,0.6,0.6,0.4,31.3,22.8,-2.35,8,273.1,250.2,10.26230629,12.52226433,0.672661541,0.592687625,95.2,110.7,4.007660719,4.02904273,1.8,1.7,3.6,3.4,1.6,1.3,0.83,0.85,2.5,2.3,1.4,1.8,0.6,1.1,1.9,2.5,52.6,51.7,0.8,0.7,1.1,1.7,1.9,2.4,1,0,1,0,1,0,26,10,4,13,322,264,10.73333333,14.66666667,0.697674419,0.514285714,41,29,2.5625,1.705882353,2,1,4,2,4,1,0.8,1,2,1,2,0,1,3,0,1,51,58,0,1,0,1,0,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0
201112,2011,12,NYJ,BUF,-9.5,26,16,42.5,-500,400,1,0,0,0,1,0,0,0.4,0.6,0.6,0.2,0.6,0.4,21.4,14.6,9.6,-11.4,223.2,193,12.16614035,11.2506746,0.586581041,0.537168716,139.8,81.8,4.188708995,4.147327469,0.8,0.6,1.6,1.2,1.4,0.8,0.7,0.6,2.4,0.6,1.2,0.2,1,0.4,1.8,1.2,44.8,54.8,0.6,1.4,1,2.6,1.6,4,0.8,0.8,0.4,0.5,0.5,0.5,0.4,0.5,22.8,23.7,3.05,0.75,227.6,199.2,11.89508988,11.56655883,0.559843266,0.55232974,138.3,105.1,4.039261985,4.352893858,1,1.1,2,2.2,1.6,0.9,0.665,0.5,2,1.4,1.1,0.9,0.7,1,2.4,1.6,45.7,54,0.5,1.4,1.2,1.7,1.7,3.1,0,0,0,0,0,0,13,8,10,-24.5,252,215,10.5,10.23809524,0.6,0.477272727,83,41,2.964285714,2.157894737,0,0,0,0,2,2,0.5,1,1,0,1,0,0,0,1,1,46,51,1,0,1,2,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,0,0,0
201112,2011,12,OAK,CHI,-3,22,19,41,-150,130,1,1,1,0,0,0,0,0.25,0.4,0.6,1,0.5,1,19.8,32.2,14.9,-9.1,218.4,197.2,12.96727712,13.59023199,0.657716197,0.530858974,181.2,107.2,4.939485827,3.823299062,1.2,1.6,2.4,3.2,2.2,2,0.893333333,0.85,3,2.6,0.6,1.8,1.6,2.2,4,1.8,49.6,50.4,0.8,0.2,0.6,1,1.4,1.2,,,0.222222222,0.6,0.6,0.7,0.666666667,0.6,23.5,26.8,9.8,-4.55,225.5,201.2,12.58407231,12.99262682,0.626892162,0.585876374,143.8,109.3,4.334018555,3.80196908,1.1,1.6,2.2,3.2,1.6,1.7,0.846666667,0.791666667,2.6,2.5,0.5,1.3,1.1,1.6,3.5,2.4,49.6,48.7,0.9,0.4,0.9,1,1.8,1.4,0,1,1,1,1,1,27,31,8,-6.5,164,286,9.647058824,15.88888889,0.739130435,0.5625,162,93,3.951219512,2.90625,1,2,2,4,2,1,0.666666667,1,3,4,1,2,3,2,5,0,44,39,1,0,0,1,1,1,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0
201112,2011,12,PIT,KC,-11,26,15,42,-700,500,0,0,0,0,0,1,0,0.6,0.8,0.8,0.4,0.6,0.4,23.6,13.4,2.9,13.4,282.4,202.8,13.09045737,10.57750427,0.636590909,0.552020687,118,146,4.150747475,4.58515473,1.2,1,2.4,2,1.8,1.4,0.933333333,0.933333333,2.6,1.6,0.6,0.6,1.8,0.8,2.4,2.6,42,48.6,0.4,0.2,0.2,1.4,0.6,1.6,0,0,0.6,0.7,0.7,0.4,0.5,0.5,22,14.4,-3.55,9.25,279.3,215.3,12.96522868,10.74199634,0.624375422,0.569363204,129,144.3,4.285171717,4.391883325,1.6,1.6,3.2,3.2,1.9,1,0.816666667,0.716666667,2.4,2.1,1,0.8,1.5,0.7,2.7,2.3,45,47.3,0.5,0.4,0.4,0.7,0.9,1.1,1,0,1,0,1,0,24,3,-3.5,-14,245,236,11.66666667,9.44,0.636363636,0.657894737,105,119,3.5,4.576923077,1,0,2,0,1,1,1,1,3,0,0,1,2,0,0,3,34,42,0,0,1,3,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0
201112,2011,12,SD,DEN,-4.5,23,18,42,-230,190,1,0,0,1,0,0,0,0.4,0.6,0,0.8,0,0.8,23.2,20,3.8,1.4,279.2,164.8,12.80020825,19.07361111,0.633869725,0.434948002,92.6,149.4,3.778476672,4.035524003,1.6,1,3.2,2,2.2,1.2,0.793333333,0.7,2.6,2.4,0.4,1.2,1,1,2,2.4,47.6,53.8,0.6,0.4,1,0.6,1.6,1,0.75,0.8,0.333333333,0.555555556,0.4,0.5,0.2,0.5,23.6,20.5,1.95,0.25,266.3,197,12.6029852,15.36048977,0.657278601,0.483367087,101.7,137.5,3.693505202,4.718227951,1.7,1.4,3.4,2.8,2.2,1.2,0.763333333,0.616666667,2.6,2.4,0.5,1.2,1,0.6,2.2,2.1,49.9,56.1,0.5,0.8,0.9,0.7,1.4,1.5,0,1,0,1,0,1,20,17,-6.5,10,280,104,13.33333333,11.55555556,0.677419355,0.428571429,52,125,3.058823529,3.676470588,2,0,4,0,2,1,0.666666667,1,2,1,0,2,1,1,0,3,50,52,1,1,2,0,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0
201112,2011,12,SEA,WAS,-3,20,17,37,-155,135,1,0,1,0,0,0,0,0.6,0.2,0.4,0,0.75,0.2,14.8,12.8,2.4,-7.1,171.2,268.8,10.00188779,11.43602391,0.604511785,0.594725733,113.4,64.4,3.528058608,3.279313725,0.4,1.8,0.8,3.6,2,1.2,0.8,0.386666667,1.4,1.8,1.8,1,0.8,0.8,2.4,2.4,45,51,0.4,1,0.8,1.4,1.2,2.4,,,0.6,0.5,0.4,0.3,0.666666667,0.4,16.8,16,2.3,-2.35,240.4,275,11.44192366,11.88622648,0.6149896,0.594149628,100,82.5,3.527884171,3.904238115,0.8,1.6,1.6,3.2,2.1,1.3,0.733333333,0.393333333,1.9,1.7,1.1,0.9,0.8,0.6,2.2,1.7,49.2,49.2,0.6,1,1.3,1.4,1.9,2.4,1,1,1,0,1,1,24,24,20,4,203,289,13.53333333,11.56,0.6,0.657894737,126,60,3.230769231,2.5,1,2,2,4,1,1,1,0.333333333,3,3,2,1,1,0,5,4,43,46,0,1,2,1,2,2,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,0,0,0
201112,2011,12,TEN,TB,-3,23,20,43.5,-155,135,1,1,1,0,0,0,0,0.2,0.4,0.4,0.2,0.5,0.4,19.6,19,13.4,-2.8,251,254.2,14.20571429,11.62030868,0.547043197,0.68625731,93.6,135.8,3.686071429,5.767142857,1.8,2.2,3.6,4.4,1.4,1.8,0.733333333,0.9,2.4,2.2,1.4,0.4,0.6,0.4,2.2,1.8,56,52.8,0.2,0.6,1,1,1.2,1.6,,,0.4,0.5,0.5,0.4,0.444444444,0.4,20.3,18.2,9.4,-4.15,217.6,226.6,12.30097106,11.81174631,0.551273601,0.638993016,95.6,138.2,4.078178571,5.24525965,1.3,1.9,2.6,3.8,1.3,1.5,0.666666667,0.85,1.8,2.2,1.1,0.4,0.5,0.6,1.9,2.3,59.2,51.2,0.6,0.7,1.2,0.6,1.8,1.3,0,1,0,0,0,1,17,26,0,5,264,342,12,12.21428571,0.5,0.736842105,41,121,2.928571429,6.05,2,2,4,4,1,2,1,1,2,2,1,0,0,1,0,2,52,48,0,0,1,2,1,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0
201113,2011,13,ATL,HOU,-2,20,18,38,-130,110,0,0,1,0,0,0,0,0.666666667,0.2,0.8,1,0.666666667,1,24.8,30.4,-0.4,0.8,266.6,251.4,11.17672177,13.17501725,0.648152372,0.707898028,103.4,127.6,3.42130573,3.907783849,1.8,1.4,3.6,2.8,1.6,1.8,0.75,0.9,2.2,2.8,0.2,0.8,0.8,1.4,1.8,3.4,39.2,46,1,0.2,0.2,0.4,1.2,0.6,,,0.5,0.2,0.7,0.7,0.5,0.666666667,24.7,25.9,-0.9,-0.75,238.9,273.3,10.52616003,12.86318358,0.642423525,0.662814454,108.2,122.3,3.521604946,4.114664485,1.8,1.7,3.6,3.4,1.7,1.7,0.775,0.916666667,2.6,2.7,0.6,0.8,0.9,1.2,1.8,2.9,43.6,48,0.5,0.4,0.5,0.5,1,0.9,0,1,1,1,0,1,24,20,0,-0.5,262,127,9.703703704,7.055555556,0.794117647,0.642857143,89,88,3.068965517,2.838709677,3,1,6,2,1,2,1,1,3,2,0,1,0,1,4,7,34,48,1,1,0,0,1,1,,,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,1,0,0,0,0
201113,2011,13,BAL,CLE,-7,22,15,38.5,-330,270,0,1,0,1,0,0,0,0.25,0.5,0.8,0.2,0.5,0.4,23.4,13.6,4.1,-0.8,182.8,191.2,10.51551821,10.63367647,0.643252466,0.588273547,106.2,110.6,4.099008633,4.080973928,1.4,1,2.8,2,1.8,1.6,0.866666667,0.693333333,2,1,1,0.8,1.8,0.4,2.4,1.4,51.2,47.4,0.6,0.4,0.8,1.6,1.4,2,0.6,0.8,0.555555556,0.333333333,0.7,0.4,0.555555556,0.5,23.7,14.8,1,1.15,217.7,197.7,12.02081347,10.67495227,0.633963895,0.626650935,103.7,100.9,3.736764449,3.93174071,1.5,0.9,3,1.8,1.7,1.6,0.833333333,0.763333333,2.2,1.2,1.1,0.8,1.5,1,2.3,1.7,50.3,49.2,0.6,0.5,0.5,1.2,1.1,1.7,1,1,1,0,1,1,16,20,-6.5,3.5,161,151,10.73333333,9.4375,0.652173913,0.470588235,92,134,2.628571429,4.466666667,1,2,2,4,3,2,1,0.666666667,1,2,1,1,1,0,9,2,46,46,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0
201113,2011,13,BUF,TEN,-1,22,21,43.5,-120,100,1,0,1,0,0,0,0,0.4,0.75,0.2,0.6,0.4,0.75,14.6,22.8,-10.4,5.5,201.2,235.6,10.49394383,12.50421053,0.547425126,0.542141236,84.8,104.6,4.235687257,3.860357143,0.8,1.6,1.6,3.2,0.8,1.8,0.6,0.683333333,0.8,2,0.2,1.8,0.4,0.6,0.6,1.8,52.4,53,1.4,0.6,2.4,1.2,3.8,1.8,0,0,0.5,0.555555556,0.4,0.6,0.5,0.555555556,22,21.2,-2.5,8.8,211,219.3,11.36527678,12.34863187,0.568996407,0.559787533,98.6,102.3,4.202460958,4.115321429,1.3,1.3,2.6,2.6,1,1.5,0.6,0.641666667,1.5,1.8,0.8,1.4,1,0.5,1.5,2,52.4,58.4,1.3,0.6,1.7,1.3,3,1.9,0,0,0,1,1,1,24,23,5.5,-3,264,160,10.15384615,8.421052632,0.666666667,0.558823529,86,202,3.071428571,5.771428571,3,1,6,2,1,3,1,0.75,3,2,0,4,1,1,0,2,42,42,0,2,0,2,0,4,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0
201113,2011,13,CAR,TB,-2,24,22,46.5,-130,110,0,1,1,0,0,0,0,0.6,0.2,0.4,0,0.4,0.2,23.8,17.2,2.9,-5.9,190.8,243.6,9.82472228,11.5405107,0.577658849,0.662014886,132.4,125,5.506723803,5.486,0.4,2.2,0.8,4.4,1.4,1.6,0.833333333,0.9,1.4,2,0.8,0.8,1,0.8,1.8,2,44.4,52.2,0.8,1.4,1.4,1.2,2.2,2.6,0.4,0.4,0.6,0.4,0.3,0.4,0.6,0.4,23.1,17.9,1.05,-5.3,173.9,222.4,10.19871798,11.57841298,0.573763082,0.61853847,145.3,131.8,5.445218563,5.11325965,0.4,1.8,0.8,3.6,1.7,1.5,0.776666667,0.85,1.3,1.9,1.2,0.5,1.1,0.8,2.3,2.2,48.7,50.4,0.6,0.9,1.2,0.7,1.8,1.6,1,0,1,0,1,0,27,17,-4.5,-3,208,199,10.4,11.05555556,0.740740741,0.545454545,201,122,5.742857143,4.88,0,1,0,2,2,1,0.666666667,1,3,1,1,2,2,2,2,1,28,49,1,4,0,1,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,0,0,1,0,0,0,0,0,0,0,0,0
201113,2011,13,CHI,KC,-8.5,22,13,35.5,-410,340,1,0,0,0,1,0,0,0.8,0.8,0.8,0.2,0.8,0.4,28.4,9.6,-4.1,8.5,209.2,199.4,13.64102564,9.979726496,0.514192308,0.57714384,120.8,122,4.467070106,4.114566495,1.4,0.8,2.8,1.6,1.6,1.6,0.85,0.933333333,2.4,1,1.4,0.6,1.8,0.6,1.8,2.2,51,47.6,0.2,0.4,1.4,1.8,1.6,2.2,,,0.666666667,0.7,0.6,0.4,0.5,0.6,25.8,14.6,-6.75,6.15,202.9,185.1,13.3264652,10.248562,0.573019231,0.571384768,113.5,148.2,4.096900854,4.424771025,1.5,1.2,3,2.4,1.7,1.2,0.825,0.766666667,2.4,1.9,1.2,0.9,1.4,0.8,2.8,2.4,49.4,47.2,0.4,0.4,1.1,1,1.5,1.4,1,1,0,0,0,1,20,9,-2,7,254,167,14.11111111,9.277777778,0.5,0.642857143,172,90,6.37037037,2.647058824,2,0,4,0,2,3,1,1,2,0,0,1,1,1,4,1,52,49,0,1,3,3,3,4,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0
